pathways,genes
REACTOME_IRON_UPTAKE_AND_TRANSPORT,ABCG2 ATP6V0A2 ATP6V0A4 ATP6V0B ATP6V0C ATP6V0D1 ATP6V0D2 ATP6V0E1 ATP6V1A ATP6V1B1 ATP6V1B2 ATP6V1C1 ATP6V1C2 ATP6V1D ATP6V1E1 ATP6V1E2 ATP6V1F ATP6V1G1 ATP6V1G2 ATP6V1G3 ATP6V1H CP CYBRD1 FLVCR1 FTL HEPH HMOX1 HMOX2 MCOLN1 SLC40A1 STEAP3 TCIRG1 TF TFRC
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,IKBKG IRAK1 IRAK2 MAP2K4 MAP2K7 MAP3K7 MAPK10 MAPK8 MAPK9 NOD1 NOD2 RIPK2 TAB1 TAB2 TAB3 TRAF6
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,ACAN B3GNT1 B3GNT2 B3GNT3 B3GNT4 B3GNT7 B4GALT1 B4GALT2 B4GALT3 B4GALT4 B4GALT5 B4GALT6 CHST1 CHST2 CHST5 CHST6 FMOD KERA LUM OGN OMD PRELP ST3GAL1 ST3GAL2 ST3GAL3 ST3GAL6
REACTOME_KERATAN_SULFATE_DEGRADATION,ACAN FMOD GLB1 GNS HEXA HEXB KERA LUM OGN OMD PRELP
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,ACAN B3GNT1 B3GNT2 B3GNT3 B3GNT4 B3GNT7 B4GALT1 B4GALT2 B4GALT3 B4GALT4 B4GALT5 B4GALT6 CHST1 CHST2 CHST5 CHST6 FMOD GLB1 GNS HEXA HEXB KERA LUM OGN OMD PRELP ST3GAL1 ST3GAL2 ST3GAL3 ST3GAL6
REACTOME_KINESINS,KIF11 KIF15 KIF18A KIF20A KIF22 KIF23 KIF26A KIF2A KIF2B KIF2C KIF3B KIF3C KIF4A KIF4B KIF5A KIF5B KIF9 KIFAP3 KIFC1 KLC1 KLC2 KLC3 KLC4 RACGAP1
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS,ATP6V0A2 ATP6V0A4 ATP6V0B ATP6V0C ATP6V0D1 ATP6V0D2 ATP6V0E1 ATP6V1A ATP6V1B1 ATP6V1B2 ATP6V1C1 ATP6V1C2 ATP6V1D ATP6V1E1 ATP6V1E2 ATP6V1F ATP6V1G1 ATP6V1G2 ATP6V1G3 ATP6V1H CAMP CYBA CYBB LTF NCF2 NCF4 NOS1 NOS2 NOS3 SLC11A1 TCIRG1
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,AP1B1 AP1G1 AP1M1 AP1M2 AP1S1 AP1S2 ARF1 ARRB1 BLOC1S1 CLTA CLTC CTSZ DNAJC6 DNASE2 DNM2 GNS HSPA8 M6PR SH3GL2 TXNDC5 VAMP2 VAMP8
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,ATF1 ATF2 CREB1 DUSP3 DUSP4 DUSP6 DUSP7 ELK1 FOS JUN MAPK1 MAPK10 MAPK11 MAPK14 MAPK3 MAPK7 MAPK8 MAPK9 MAPKAPK2 MEF2A MEF2C PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R5D RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE,ATF1 ATF2 CDK1 CREB1 DUSP3 DUSP4 DUSP6 DUSP7 ELK1 FOS IKBKG IRAK1 IRAK2 JUN MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K6 MAP2K7 MAP3K7 MAPK1 MAPK10 MAPK11 MAPK14 MAPK3 MAPK7 MAPK8 MAPK9 MAPKAPK2 MAPKAPK3 MEF2A MEF2C NOD1 NOD2 PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R5D RIPK2 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 TAB1 TAB2 TAB3 TRAF6
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS,NMT2 TSG101 UBA52 VPS28 VPS37A VPS37B VPS37C VPS37D
REACTOME_METABOLISM_OF_NON_CODING_RNA,AAAS CLNS1A DDX20 GEMIN2 GEMIN4 GEMIN5 GEMIN6 GEMIN7 NCBP1 NCBP2 NUP107 NUP133 NUP153 NUP155 NUP188 NUP205 NUP210 NUP214 NUP35 NUP37 NUP43 NUP50 NUP54 NUP62 NUP85 NUP88 NUP93 NUPL1 NUPL2 PHAX POM121 PRMT5 RAE1 RANBP2 SEH1L SNRPB SNRPD1 SNRPD2 SNRPD3 SNRPF SNUPN TGS1 TPR WDR77
REACTOME_METABOLISM_OF_POLYAMINES,ADC ADI1 AGMAT AMD1 APIP ENOPH1 GOT1 MRI1 MTAP ODC1 PAOX SAT1 SMOX SMS SRM
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D,AKR1B1 BCMO1 CGA CLPS CUBN CYP11A1 CYP11B1 CYP11B2 CYP17A1 CYP19A1 CYP21A2 CYP24A1 CYP27B1 CYP2R1 GC HSD11B1 HSD17B1 HSD17B3 HSD3B1 HSD3B2 LGMN LHB LRAT LRP2 PNLIP POMC RBP2 RDH11 SRD5A1 SRD5A3 STAR STARD4 STARD5 STARD6
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,ACADL ACADM ACADS ACADVL DECR1 ECHS1 ECI1 HADH HADHA HADHB MCEE MUT PCCA PCCB
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,AARS2 CARS2 DARS2 EARS2 FARS2 GARS HARS2 IARS2 KARS LARS2 MARS2 NARS2 PARS2 PPA2 QARS RARS2 SARS2 TARS2 VARS2 WARS2 YARS2
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,DCP1B DCP2 DDX6 EDC3 EDC4 LSM1 LSM2 LSM3 LSM4 LSM5 LSM6 PATL1 XRN1
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,DDX23 EFTUD2 GTF2F1 GTF2F2 LSM2 NCBP1 NCBP2 NHP2L1 POLR2A POLR2B POLR2C POLR2D POLR2E POLR2F POLR2G POLR2H POLR2I POLR2J POLR2K POLR2L PRPF8 SF3B1 SF3B2 SF3B3 SF3B4 SF3B5 SNRNP200 SNRNP40 SNRPB SNRPD1 SNRPD2 SNRPD3 SNRPF SRSF1 SRSF2 SRSF6 SRSF7 TXNL4A
REACTOME_MTORC1_MEDIATED_SIGNALLING,EEF2K EIF4B EIF4E EIF4EBP1 EIF4G1 MLST8 MTOR RHEB RPS6KB1 RPTOR
REACTOME_NCAM1_INTERACTIONS,AGRN ARTN CACNA1G CACNA1H CACNA1I CACNA1S CACNB1 CACNB2 CACNB3 CACNB4 CNTN2 COL1A1 COL1A2 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL5A1 COL5A2 COL6A1 COL6A2 COL6A3 COL9A1 COL9A2 COL9A3 GDNF GFRA1 GFRA2 GFRA4 NCAM1 NCAN NRTN PRNP PSPN ST8SIA2 ST8SIA4
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,AP1B1 AP1G1 AP1M1 AP1M2 AP1S1 AP1S2 B2M PACS1
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,AP1B1 AP1G1 AP1M1 AP1M2 AP1S1 AP1S2 AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 ARF1 ATP6V1H B2M CD28 CD4 CD8B LCK PACS1
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,AKT1 AKT2 AKT3 PHLPP1 PTEN THEM4 TRIB3
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING,ATG12 ATG5 CYLD DDX58 HERC5 IFIH1 IKBKE IRF3 ISG15 MAVS NLRC5 NLRX1 OTUD5 PCBP2 PIN1 RNF125 RNF135 TAX1BP1 TBK1 TNFAIP3 TRAF3 TRIM25 UBA52 UBA7 UBE2D1 UBE2D2 UBE2D3 UBE2K UBE2L6
REACTOME_NEPHRIN_INTERACTIONS,ACTN1 ACTN2 ACTN4 CD2AP FYN IQGAP1 KIRREL2 KIRREL3 MAGI2 NCK1 NCK2 NPHS1 PIK3CA PIK3CB PIK3R1 PIK3R2 SPTAN1 SPTBN1 WASL
REACTOME_NETRIN1_SIGNALING,ABLIM1 ABLIM3 CDC42 DCC DOCK1 EZR FYN HFE2 MYO10 NCK1 NEO1 NTN1 NTN4 PITPNA PLCG1 PRKCQ PTK2 RAC1 RGMA RGMB ROBO1 SIAH1 SIAH2 SLIT1 SLIT2 SLIT3 SRC TRIO TRPC3 TRPC4 TRPC5 TRPC6 TRPC7 UNC5A UNC5B UNC5C UNC5D WASL
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,ABAT ALDH5A1 CHAT DNAJC5 GAD1 GAD2 GLS GLS2 HSPA8 MAOA RAB3A RIMS1 SLC17A7 SLC18A2 SLC18A3 SLC1A1 SLC1A6 SLC1A7 SLC22A2 SLC32A1 SLC38A2 SLC5A7 SLC6A1 SLC6A11 SLC6A12 SNAP25 STX1A STXBP1 SYN1 SYN3 SYT1 UNC13B VAMP2
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10,CASP10 CASP8 CHUK DDX58 FADD IFIH1 IKBKB IKBKG MAVS RIPK1 RNF135 TRIM25
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,IKBKB IRAK1 NFKBIA NGF NGFR RELA SQSTM1 TRAF6 UBA52
REACTOME_NOD1_2_SIGNALING_PATHWAY,BIRC2 BIRC3 CARD9 CASP1 CASP2 CASP4 CASP8 CASP9 CHUK CYLD IKBKB IKBKG IRAK1 IRAK2 MAP2K6 MAP3K7 MAPK11 MAPK12 MAPK13 MAPK14 NOD1 NOD2 RIPK2 TAB1 TAB2 TAB3 TNFAIP3 TRAF6 UBE2N
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,MAOA RAB3A RIMS1 SLC18A2 SLC22A2 SNAP25 STX1A STXBP1 SYT1 VAMP2
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,CCNC CDK8 CREBBP CUL1 EP300 FBXW7 HDAC1 HDAC10 HDAC11 HDAC2 HDAC3 HDAC4 HDAC5 HDAC6 HDAC7 HDAC8 HDAC9 HES1 HES5 HEY1 HEY2 HEYL HIF1A KAT2A KAT2B MAML1 MAML2 MAML3 MAMLD1 MYC NCOR1 NCOR2 RBPJ RBX1 SKP1 SNW1 TBL1X TBL1XR1 TLE1 TLE2 TLE3 TLE4 UBA52
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,CREBBP KAT2A KAT2B MAML1 MAML2 MAML3 MAMLD1 NOTCH2 NOTCH3 NOTCH4 RBPJ SNW1
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,ATF1 CREB1 DUSP3 DUSP4 DUSP6 DUSP7 ELK1 MAPK1 MAPK11 MAPK14 MAPK3 MAPK7 MAPKAPK2 MEF2A MEF2C PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R5D RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,AIM2 APP BCL2 BCL2L1 BIRC2 BIRC3 CARD9 CASP1 CASP2 CASP4 CASP8 CASP9 CHUK CYLD HSP90AB1 IKBKB IKBKG IRAK1 IRAK2 MAP2K6 MAP3K7 MAPK11 MAPK12 MAPK13 MAPK14 MEFV NLRC4 NLRP1 NLRP3 NOD1 NOD2 P2RX7 PANX1 PSTPIP1 PYCARD RIPK2 TAB1 TAB2 TAB3 TNFAIP3 TRAF6 TXNIP UBE2N
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION,B4GALT1 B4GALT2 B4GALT3 B4GALT4 B4GALT5 B4GALT6 MGAT4A MGAT4B MGAT4C MGAT5 ST6GAL1 ST8SIA2 ST8SIA3 ST8SIA6
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,B4GALT1 B4GALT2 B4GALT3 B4GALT4 B4GALT5 B4GALT6 FUT8 MAN2A1 MGAT2 MGAT3 MGAT4A MGAT4B MGAT4C MGAT5 ST6GAL1 ST8SIA2 ST8SIA3 ST8SIA6
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,ITGA1 ITGB1 PLXNA1 PLXNA2 PLXNB3 PLXNC1 PLXND1 SEMA3E SEMA4A SEMA5A SEMA6A SEMA6D SEMA7A TREM2 TYROBP
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA,CUL2 EGLN1 EGLN2 EGLN3 EPAS1 HIF1A HIF3A RBX1 TCEB2 UBA52 UBE2D1 UBE2D2 UBE2D3 VHL
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,APBB1IP BCAR1 CRK FGA FGB FGG FN1 ITGA2B ITGB3 PTK2 RAP1A SRC TLN1 VWF
REACTOME_P38MAPK_EVENTS,HRAS KRAS MAPK11 MAPK12 MAPK13 MAPK14 MAPKAPK2 MAPKAPK3 NRAS RALA RALB RALGDS SRC
REACTOME_P75NTR_SIGNALS_VIA_NFKB,IKBKB IRAK1 MYD88 NFKBIA NGF NGFR PRKCI RELA RIPK2 SQSTM1 TRAF6 UBA52
REACTOME_PECAM1_INTERACTIONS,FYN ITGAV ITGB3 LCK LYN PLCG1 PTPN6 SRC YES1
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,CGA FSHB INHA INHBA INHBB INHBC INHBE LHB PCSK1 POMC TSHB
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,ANAPC1 ANAPC10 ANAPC11 ANAPC2 ANAPC4 ANAPC5 ANAPC7 CCNB1 CDC16 CDC23 CDC26 CDC27 CDK1 PLK1 UBE2C UBE2D1 UBE2E1
REACTOME_PI3K_AKT_ACTIVATION,AKT1 AKT1S1 AKT2 AKT3 BAD CASP9 CDKN1A CDKN1B CHUK CREB1 FOXO1 FOXO3 FOXO4 GSK3A IRS1 IRS2 MAPKAP1 MDM2 MLST8 MTOR NGF NR4A1 NTRK1 PDPK1 PHLPP1 PIK3CA PIK3CB PIK3R1 PIK3R2 PTEN RHOA RICTOR RPS6KB2 THEM4 TRIB3 TSC2
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,AKT1 AKT1S1 AKT2 AKT3 BAD BTC CASP9 CDKN1A CDKN1B CHUK CREB1 EGF EGFR ERBB2 ERBB3 ERBB4 EREG FOXO1 FOXO3 FOXO4 GAB1 GRB2 GSK3A HBEGF MAPKAP1 MDM2 MLST8 MTOR NR4A1 NRG1 NRG2 NRG4 PDPK1 PHLPP1 PIK3CA PIK3R1 PTEN RICTOR RPS6KB2 THEM4 TRIB3 TSC2
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,AKT1 AKT1S1 AKT2 AKT3 BAD BTC CASP9 CDKN1A CDKN1B CHUK CREB1 ERBB4 EREG FOXO1 FOXO3 FOXO4 GSK3A HBEGF MAPKAP1 MDM2 MLST8 MTOR NR4A1 NRG1 NRG2 NRG4 PDPK1 PHLPP1 PIK3CA PIK3R1 PTEN RICTOR RPS6KB2 THEM4 TRIB3 TSC2
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING,AKT1 AKT1S1 AKT2 AKT3 BAD CASP9 CDKN1A CDKN1B CHUK CREB1 FOXO1 FOXO3 FOXO4 GSK3A MAPKAP1 MDM2 MLST8 MTOR NR4A1 PDPK1 PHLPP1 PTEN RICTOR RPS6KB2 THEM4 TRIB3 TSC2
REACTOME_PI_METABOLISM,ARF1 ARF3 FIG4 INPP4B INPP5E INPP5J INPP5K INPPL1 MTM1 MTMR1 MTMR14 MTMR2 MTMR3 MTMR4 MTMR6 MTMR7 OCRL PI4K2A PI4K2B PI4KA PI4KB PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3CG PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PIKFYVE PIP4K2A PIP4K2B PIP5K1B PIP5K1C PITPNB PTEN SACM1L SYNJ1 SYNJ2 TPTE2 VAC14
REACTOME_PKB_MEDIATED_EVENTS,AKT2 CAB39 CAB39L EEF2K EIF4B EIF4E EIF4EBP1 EIF4G1 MLST8 MTOR PDE3B PPM1A PRKAA1 PRKAA2 PRKAB1 PRKAB2 PRKAG1 PRKAG2 PRKAG3 RHEB RPS6KB1 RPTOR STK11 STRADA STRADB TSC1 TSC2
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,COL1A1 COL1A2 FCER1G FYN GP1BA GP1BB GP5 GP9 ITGA2 ITGB1 LYN VWF
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,ADRA2A ADRA2B AKT1 APBB1IP BCAR1 CRK CSK F2 FGA FGB FGG FN1 GP1BA GP1BB GP5 GP9 GRB2 ITGA2B ITGB3 MPL PDPK1 PTK2 PTPN1 RAP1A RAPGEF3 RAPGEF4 RASGRP1 RASGRP2 SHC1 SOS1 SRC SYK THPO TLN1 VWF
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,TBCA TBCB TBCC TBCD TBCE TUBA1A TUBA3C TUBA4A TUBB1 TUBB3 TUBB4A TUBB4B TUBB6
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS,ACTN2 ADCY1 ADCY3 ADCY8 AKAP9 BRAF CALM1 CALM3 CAMK2A CAMK2B CAMK2D CAMK4 CAMKK1 CREB1 GRIN1 GRIN2A GRIN2B GRIN2C GRIN2D HRAS MAPK1 PDPK1 PRKACB RAF1 RASGRF1 RASGRF2 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA6 RRAS
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,ATP2A1 ATP2A2 ATP2A3 B4GALT1 CCND1 CREBBP E2F1 E2F3 EP300 FURIN JUN KAT2A KAT2B LFNG MAML1 MAML2 MAML3 MAMLD1 MFNG MOV10 NOTCH2 NOTCH3 NOTCH4 POFUT1 POGLUT1 RBPJ RFNG SEL1L SNW1 ST3GAL3 ST3GAL6 TFDP1 TMED2 TNRC6A TNRC6B TNRC6C TP53
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,ATP2A1 ATP2A2 ATP2A3 B4GALT1 FURIN LFNG MFNG NOTCH2 NOTCH3 NOTCH4 RFNG SEL1L ST3GAL3 ST3GAL6 TMED2
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION,CCND1 CREBBP E2F1 E2F3 EP300 JUN KAT2A KAT2B MAML1 MAML2 MAML3 MAMLD1 MOV10 NOTCH2 NOTCH3 NOTCH4 RBPJ SNW1 TFDP1 TNRC6A TNRC6B TNRC6C TP53
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,CLP1 CPSF1 CPSF2 CPSF3 CPSF7 CSTF1 CSTF2 CSTF3 LSM10 LSM11 NCBP1 NCBP2 NUDT21 PABPN1 PAPOLA PCF11 SLBP SNRPB SNRPD3 SNRPF ZNF473
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,CLP1 CPSF1 CPSF2 CPSF3 CPSF7 CSTF1 CSTF2 CSTF3 NCBP1 NCBP2 NUDT21 PABPN1 PAPOLA PCF11
REACTOME_PROLACTIN_RECEPTOR_SIGNALING,BTRC CUL1 GH1 GH2 GHR JAK2 PRL PRLR RBX1 SH2B1 SKP1 STAT5A STAT5B
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,BRAF CDK1 CRK FRS2 HRAS KIDINS220 KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NGF NRAS NTRK1 PLCG1 RAF1 RAP1A RAPGEF1 YWHAB
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS,SNAP25 STX10 STX11 STX12 STX16 STX1A STX1B STX2 STX3 STX4 STX5 STX6 STX7 STX8 VAMP1 VAMP2
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,ADSL ADSS ADSSL1 ATIC GART GMPS IMPDH1 IMPDH2 PAICS PFAS PPAT
REACTOME_PYRIMIDINE_CATABOLISM,AGXT2 DPYD DPYS NT5C NT5C1A NT5E NT5M TYMP UPB1 UPP1 UPP2
REACTOME_PYRUVATE_METABOLISM,BSG DLAT DLD LDHA LDHB PDHA1 PDHB PDHX PDK1 PDK2 PDK3 PDK4 PDP1 PDP2 PDPR SLC16A1 SLC16A3 SLC16A8
REACTOME_RAF_MAP_KINASE_CASCADE,CDK1 HRAS KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NRAS RAF1 YWHAB
REACTOME_RAP1_SIGNALLING,PRKACA PRKACB PRKACG PRKG1 RAF1 RAP1A RAP1GAP RAP1GAP2 RAPGEF3 RAPGEF4 RASGRP1 RASGRP2 SIPA1 YWHAB
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,CCNB1 CDK1 NEDD1 NUMA1 TUBG1 TUBG2 TUBGCP2 TUBGCP3 TUBGCP5 TUBGCP6
REACTOME_RECYCLING_PATHWAY_OF_L1,AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 CLTA CLTC DNM1 DNM2 DPYSL2 EZR KIAA1598 KIF4A KIF4B L1CAM MAPK1 MSN NUMB RDX RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA5 RPS6KA6 SH3GL2 SRC
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1,CAB39 CAB39L PPM1A PRKAA1 PRKAA2 PRKAB1 PRKAB2 PRKAG1 PRKAG2 PRKAG3 RPTOR STK11 STRADA STRADB
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,AKT1 AKT2 AKT3 FGF10 FOXA2 FOXA3 FOXO1 GCK HES1 HNF1A HNF1B HNF4A HNF4G IAPP INS INSM1 MAFA NEUROD1 NEUROG3 NKX2-2 NKX6-1 NR5A2 ONECUT1 ONECUT3 PAX6 PDX1 PKLR PTF1A RBPJ SLC2A2
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,AKT1 AKT2 AKT3 FOXA2 FOXA3 FOXO1 GCK HNF1A HNF4A HNF4G IAPP INS MAFA NEUROD1 NKX2-2 NKX6-1 PAX6 PDX1 PKLR SLC2A2
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN,ARNT CA9 CREBBP CUL2 EGLN1 EGLN2 EGLN3 EP300 EPAS1 EPO HIF1A HIF1AN HIF3A RBX1 TCEB2 UBA52 UBE2D1 UBE2D2 UBE2D3 VEGFA VHL
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,CTSG F2 IGF2 IGFALS IGFBP1 IGFBP2 IGFBP3 IGFBP4 IGFBP5 IGFBP6 KLK3 MMP1 MMP2 PAPPA PAPPA2 PLG
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,CHRM3 GNA11 GNA14 GNA15 GNAQ MARCKS PLCB1 PLCB2 PLCB3 PRKCA
REACTOME_REGULATION_OF_KIT_SIGNALING,CBL FYN GRB2 KIT KITLG LCK LYN PRKCA PTPN6 SH2B3 SOCS1 SOCS6 SOS1 SRC YES1
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,AZIN1 NQO1 OAZ1 OAZ2 OAZ3 ODC1 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMA8 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD10 PSMD11 PSMD12 PSMD13 PSMD14 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 PSMD8 PSMD9 PSME1 PSME2 PSME4 PSMF1
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,DLAT DLD PDHA1 PDHB PDHX PDK1 PDK2 PDK3 PDK4 PDP1 PDP2 PDPR
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK,PRKAA1 PRKAA2 PRKAB1 PRKAB2 PRKAG1 PRKAG2 PRKAG3 RHEB TSC1 TSC2
REACTOME_REGULATION_OF_SIGNALING_BY_CBL,BLNK CBL CRK CRKL FYN GRB2 HCK LYN PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 RAPGEF1 SYK VAV1 YES1
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY,ATM ATR FANCD2 UBA52 USP1 ZBTB32
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 CLTA CLTC DNAL4 DNM1 DNM2 NGF NTRK1 SH3GL2
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI,AGER APP CHUK IKBKB IKBKG NFKB2 NFKBIA NFKBIB RELA RIPK1 RIPK3 S100A12 S100B TICAM1 TLR3 ZBP1
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION,CCNH CDK7 EHMT2 ERCC2 ERCC3 ERCC6 GTF2H1 GTF2H3 GTF2H4 KAT2B MNAT1 POLR1A POLR1B POLR1C POLR1D POLR2H POLR2K RRN3 TAF1A TAF1B TAF1C UBTF
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION,CCNH CDK7 ERCC2 ERCC3 GTF2H1 GTF2H3 GTF2H4 MNAT1 POLR1A POLR1B POLR1C POLR1D POLR2H POLR2K PTRF TAF1A TAF1B TAF1C UBTF
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS,APPL1 CASP3 CASP9 DAPK1 DAPK2 DAPK3 DCC MAGED1 UNC5A UNC5B
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING,DCC NTN1 PITPNA PLCG1 TRPC3 TRPC4 TRPC5 TRPC6 TRPC7
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION,ARNTL CLOCK CPT1A CREBBP EP300 HDAC3 MED1 NCOA1 NCOA2 NCOA3 NCOA6 NCOR1 NPAS2 NR1D1 PPARA PPARGC1A RORA RXRA SMARCD3 SREBF1 TBL1X TBL1XR1 TGS1
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,CFL1 FES FYN HSP90AA1 HSP90AB1 LIMK1 NRP1 PAK1 PAK2 PLXNA1 PLXNA2 PLXNA3 RAC1 SEMA3A
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION,FARP2 FES FYN NRP1 PIP5K1C PLXNA1 PLXNA2 PLXNA3 RAC1 RND1 RRAS SEMA3A TLN1
